Time,v1,v2,vRL
3.97e-05,3.7190933,-1.2290171,0.05244008
3.98e-05,3.7218676,-1.2260251,0.052424695
3.99e-05,3.724641,-1.2230352,0.05241743
4e-05,3.7274144,-1.220048,0.052417923
4.01e-05,3.7301881,-1.2170637,0.052425817
4.02e-05,3.7329624,-1.2140828,0.052440718
4.03e-05,3.7357376,-1.2111056,0.052462235
4.04e-05,3.738514,-1.2081325,0.052489955
4.05e-05,3.741292,-1.2051637,0.05252347
4.06e-05,3.7440722,-1.2021996,0.05256236
4.07e-05,3.7468543,-1.1992404,0.05260619
4.08e-05,3.749639,-1.1962864,0.052654535
4.09e-05,3.7524264,-1.1933378,0.05270696
4.1e-05,3.7552166,-1.1903949,0.05276304
4.11e-05,3.75801,-1.1874577,0.05282234
4.12e-05,3.7608063,-1.1845263,0.052884437
4.13e-05,3.763606,-1.1816012,0.052948903
4.14e-05,3.7664094,-1.1786821,0.053015333
4.15e-05,3.7692163,-1.1757693,0.053083308
4.16e-05,3.7720268,-1.1728628,0.05315244
4.17e-05,3.7748408,-1.1699628,0.05322233
4.18e-05,3.7776587,-1.167069,0.053292602
4.19e-05,3.7804804,-1.1641817,0.05336289
4.2e-05,3.7833056,-1.1613008,0.05343284
4.21e-05,3.7861345,-1.1584262,0.053502124
4.22e-05,3.7889671,-1.1555579,0.053570397
4.23e-05,3.7918034,-1.1526958,0.05363736
4.24e-05,3.7946432,-1.1498399,0.05370272
4.25e-05,3.797486,-1.1469901,0.053766202
4.26e-05,3.8003325,-1.1441462,0.05382753
4.27e-05,3.8031821,-1.1413081,0.053886477
4.28e-05,3.8060348,-1.1384757,0.053942814
4.29e-05,3.8088903,-1.1356487,0.05399633
4.3e-05,3.8117487,-1.1328272,0.05404683
4.31e-05,3.8146095,-1.1300108,0.054094143
4.32e-05,3.817473,-1.1271995,0.054138124
4.33e-05,3.8203385,-1.124393,0.054178625
4.34e-05,3.823206,-1.1215912,0.054215536
4.35e-05,3.8260753,-1.1187938,0.054248746
4.36e-05,3.8289466,-1.1160007,0.054278184
4.37e-05,3.831819,-1.1132116,0.05430377
4.38e-05,3.834693,-1.1104263,0.054325458
4.39e-05,3.8375678,-1.1076447,0.054343216
4.4e-05,3.8404434,-1.1048664,0.054357022
4.41e-05,3.8433197,-1.1020913,0.054366868
4.42e-05,3.8461964,-1.0993193,0.05437276
4.43e-05,3.8490734,-1.09655,0.054374736
4.44e-05,3.8519502,-1.0937833,0.05437282
4.45e-05,3.854827,-1.0910189,0.054367077
4.46e-05,3.8577032,-1.0882566,0.054357566
4.47e-05,3.860579,-1.0854963,0.054344364
4.48e-05,3.8634539,-1.0827378,0.054327566
4.49e-05,3.8663278,-1.0799809,0.05430728
4.5e-05,3.8692005,-1.0772253,0.05428361
4.51e-05,3.872072,-1.074471,0.0542567
4.52e-05,3.8749418,-1.0717176,0.054226674
4.53e-05,3.8778102,-1.0689652,0.05419366
4.54e-05,3.8806765,-1.0662135,0.05415775
4.55e-05,3.883541,-1.0634624,0.054119125
4.56e-05,3.8864033,-1.0607116,0.05407795
4.57e-05,3.8892634,-1.0579613,0.05403438
4.58e-05,3.8921213,-1.0552112,0.053988554
4.59e-05,3.8949764,-1.052461,0.05394061
4.6e-05,3.897829,-1.0497109,0.053890724
4.61e-05,3.900679,-1.0469605,0.053839054
4.62e-05,3.9035263,-1.04421,0.05378575
4.63e-05,3.9063706,-1.0414592,0.053730994
4.64e-05,3.909212,-1.038708,0.053674947
4.65e-05,3.9120507,-1.0359563,0.05361776
4.66e-05,3.914886,-1.0332041,0.05355959
4.67e-05,3.9177184,-1.0304514,0.05350059
4.68e-05,3.9205475,-1.027698,0.053440936
4.69e-05,3.9233735,-1.0249442,0.053380784
4.7e-05,3.926196,-1.0221895,0.053320277
4.71e-05,3.9290159,-1.0194343,0.053259566
4.72e-05,3.931832,-1.0166785,0.0531988
4.73e-05,3.9346452,-1.0139219,0.053138107
4.74e-05,3.9374552,-1.0111645,0.053077627
4.75e-05,3.9402618,-1.0084068,0.05301749
4.76e-05,3.9430654,-1.0056483,0.052957818
4.77e-05,3.9458659,-1.0028892,0.052898724
4.78e-05,3.9486632,-1.0001296,0.052840322
4.79e-05,3.9514575,-0.9973694,0.05278271
4.8e-05,3.9542487,-0.9946088,0.052725986
4.81e-05,3.957037,-0.99184775,0.052670226
4.82e-05,3.9598222,-0.9890864,0.05261552
4.83e-05,3.9626048,-0.9863247,0.05256196
4.84e-05,3.9653845,-0.98356277,0.0525096
4.85e-05,3.9681613,-0.9808006,0.052458495
4.86e-05,3.9709356,-0.97803843,0.0524087
4.87e-05,3.9737072,-0.9752762,0.052360266
4.88e-05,3.9764764,-0.9725139,0.05231325
4.89e-05,3.979243,-0.9697518,0.052267674
4.9e-05,3.9820073,-0.9669899,0.052223563
4.91e-05,3.9847693,-0.96422815,0.052180946
4.92e-05,3.9875293,-0.96146685,0.052139834
4.93e-05,3.9902868,-0.9587059,0.052100245
4.94e-05,3.9930425,-0.9559455,0.05206218
4.95e-05,3.9957962,-0.9531857,0.05202563
4.96e-05,3.9985478,-0.9504265,0.051990595
4.97e-05,4.001298,-0.9476681,0.051957063
4.98e-05,4.004046,-0.94491047,0.051925015
4.99e-05,4.0067925,-0.94215375,0.051894426
5e-05,4.0095377,-0.939398,0.051865272
5.01e-05,4.012281,-0.9366433,0.05183752
5.02e-05,4.0150228,-0.93388975,0.051811136
5.03e-05,4.0177636,-0.9311373,0.051786084
5.04e-05,4.020503,-0.9283862,0.051762313
5.05e-05,4.023241,-0.9256364,0.05173978
5.06e-05,4.025978,-0.922888,0.051718436
5.07e-05,4.028714,-0.920141,0.05169823
5.08e-05,4.031449,-0.91739553,0.051679112
5.09e-05,4.0341825,-0.91465163,0.051661022
5.1e-05,4.036916,-0.9119093,0.051643897
5.11e-05,4.0396476,-0.90916866,0.051627684
5.12e-05,4.042379,-0.9064297,0.051612325
5.13e-05,4.0451093,-0.9036925,0.05159775
5.14e-05,4.047839,-0.9009571,0.051583905
5.15e-05,4.050568,-0.89822346,0.051570725
5.16e-05,4.053296,-0.8954917,0.051558144
5.17e-05,4.056024,-0.8927618,0.0515461
5.18e-05,4.058751,-0.89003384,0.051534534
5.19e-05,4.061477,-0.8873078,0.05152338
5.2e-05,4.0642033,-0.8845837,0.051512584
5.21e-05,4.0669284,-0.88186157,0.051502075
5.22e-05,4.069653,-0.8791414,0.0514918
5.23e-05,4.072377,-0.8764232,0.0514817
5.24e-05,4.075101,-0.87370694,0.05147172
5.25e-05,4.077824,-0.8709927,0.05146181
5.26e-05,4.080547,-0.8682805,0.051451903
5.27e-05,4.0832686,-0.8655702,0.051441953
5.28e-05,4.0859904,-0.86286193,0.051431913
5.29e-05,4.0887113,-0.86015564,0.05142174
5.3e-05,4.0914316,-0.85745126,0.051411383
5.31e-05,4.0941515,-0.8547489,0.0514008
5.32e-05,4.096871,-0.8520484,0.051389948
5.33e-05,4.09959,-0.84934986,0.051378794
5.34e-05,4.102308,-0.8466532,0.0513673
5.35e-05,4.1050253,-0.84395844,0.051355436
5.36e-05,4.1077423,-0.84126556,0.05134317
5.37e-05,4.1104584,-0.83857447,0.05133047
5.38e-05,4.113174,-0.83588517,0.05131732
5.39e-05,4.115889,-0.8331977,0.051303692
5.4e-05,4.118603,-0.830512,0.051289566
5.41e-05,4.1213164,-0.82782793,0.051274925
