Time,x1,x2,z
0.1325,-0.40164018,-0.50003433,4.166517
0.133,-0.48406637,-0.531697,4.1986756
0.1335,-0.57197666,-0.57118255,4.2282248
0.134,-0.6667217,-0.6190753,4.254552
0.1345,-0.76973456,-0.6760479,4.276863
0.135,-0.882527,-0.7428488,4.294138
0.1355,-1.0066752,-0.82027775,4.3050795
0.136,-1.1437883,-0.9091438,4.308049
0.1365,-1.2954521,-1.0101979,4.300998
0.137,-1.4631373,-1.1240298,4.281395
0.1375,-1.6480613,-1.2509186,4.2461557
0.138,-1.8509903,-1.3906235,4.191603
0.1385,-2.0719705,-1.542106,4.113475
0.139,-2.3099914,-1.7031862,4.007028
0.1395,-2.562598,-1.8701524,3.8672884
0.14,-2.8255074,-2.0373816,3.6895087
0.1405,-3.0923324,-2.1970763,3.469873
0.141,-3.354559,-2.3392656,3.2064378
0.1415,-3.60195,-2.45225,2.9001994
0.142,-3.823497,-2.5236104,2.5560498
0.1425,-4.008893,-2.5417576,2.1832824
0.143,-4.1502676,-2.4977646,1.7953188
0.1435,-4.2437115,-2.3870137,1.4085155
0.144,-4.29008,-2.2101374,1.0402418
0.1445,-4.294748,-1.9729421,0.7067296
0.145,-4.2663836,-1.6853678,0.42128617
0.1455,-4.215144,-1.3598883,0.19329442
0.146,-4.150823,-1.0098717,0.028073382
0.1465,-4.0813894,-0.64830667,-0.07262209
0.147,-4.0121164,-0.28705698,-0.109815806
0.1475,-3.945305,0.063414164,-0.08655218
0.148,-3.8804946,0.394033,-0.0073444764
0.1485,-3.8150043,0.69701785,0.12213434
0.149,-3.7446957,0.9658448,0.29518718
0.1495,-3.664833,1.1953448,0.50417453
0.15,-3.570948,1.3819141,0.74066234
0.1505,-3.4595878,1.5237571,0.9957146
0.151,-3.3288524,1.6210499,1.2603403
0.1515,-3.1786382,1.6759311,1.526038
0.152,-3.010578,1.6922759,1.785332
0.1525,-2.8277192,1.6752776,2.0321934
0.153,-2.634042,1.6309149,2.2622702
0.1535,-2.4339323,1.5654057,2.472903
0.154,-2.2317073,1.4847327,2.6629648
0.1545,-2.03126,1.3942986,2.8325768
0.155,-1.8358402,1.2987225,2.9827802
0.1555,-1.6479614,1.2017659,3.1152134
0.156,-1.4694055,1.1063538,3.231835
0.1565,-1.3012893,1.0146581,3.3347087
0.157,-1.1441638,0.92821187,3.425852
0.1575,-0.99812365,0.8480318,3.5071385
0.158,-0.86291087,0.7747345,3.5802455
0.1585,-0.7380065,0.7086389,3.646632
0.159,-0.62270564,0.64985234,3.7075386
0.1595,-0.5161767,0.59833986,3.7639997
0.16,-0.41750553,0.5539788,3.8168628
0.1605,-0.32572702,0.5166013,3.866809
0.161,-0.23984638,0.48602644,3.9143755
0.1615,-0.15885209,0.462085,3.9599748
0.162,-0.081722006,0.4446387,4.0039105
0.1625,-0.0074246395,0.4335948,4.046391
0.163,0.06508383,0.42891848,4.0875397
0.1635,0.13686559,0.43064287,4.1273994
0.164,0.20900978,0.43887797,4.165937
0.1645,0.28264302,0.45381862,4.203037
0.165,0.35894114,0.47575182,4.238498
0.1655,0.4391419,0.5050632,4.2720213
0.166,0.52455735,0.54224205,4.3031874
0.1665,0.616585,0.5878842,4.3314376
0.167,0.7167162,0.64269054,4.356035
0.1675,0.8265376,0.7074593,4.376025
0.168,0.9477246,0.7830672,4.3901787
0.1685,1.0820179,0.87043566,4.3969274
0.169,1.2311772,0.97047096,4.394287
0.1695,1.3969008,1.0839717,4.379771
0.17,1.5806971,1.2114872,4.350307
0.1705,1.7836937,1.3531129,4.3021646
0.171,2.0063677,1.5082101,4.230929
0.1715,2.2481904,1.6750395,4.131559
0.172,2.5071974,1.8503267,3.998585
0.1725,2.7795267,2.0287986,3.82653
0.173,3.0590234,2.2027984,3.6106014
0.1735,3.3370717,2.362138,3.347691
0.174,3.6028597,2.494399,3.0375903
0.1745,3.8442655,2.5858734,2.6841948
0.175,4.049403,2.6231885,2.2963119
0.1755,4.2086153,2.595398,1.8876411
0.176,4.31639,2.4960241,1.4756688
0.1765,4.3725553,2.3244054,1.0795882
0.177,4.382279,2.0858717,0.7177864
0.1775,4.354831,1.7907164,0.4056338
0.178,4.301543,1.4523891,0.15415245
0.1785,4.2336144,1.0855516,-0.03026644
0.179,4.1603227,0.7045293,-0.1453284
0.1795,4.087929,0.3223967,-0.19191477
0.18,4.019292,-0.0493523,-0.1731735
0.1805,3.954063,-0.40076897,-0.09385905
0.181,3.8892832,-0.7233,0.040022448
0.1815,3.8202424,-1.0097156,0.22134179
0.182,3.741469,-1.2542073,0.4418971
0.1825,3.647734,-1.452641,0.6925388
0.183,3.5349422,-1.6028677,0.9634739
0.1835,3.400776,-1.704951,1.2447699
0.184,3.2450008,-1.7611897,1.5269911
0.1845,3.0693998,-1.7758744,1.8018385
0.185,2.8773935,-1.7548052,2.0626533
0.1855,2.6734655,-1.7046679,2.304691
0.186,2.4625375,-1.6323923,2.525137
0.1865,2.249416,-1.5446031,2.7229056
0.187,2.038384,-1.4472281,2.898303
0.1875,1.8329602,-1.3452779,3.0526361
0.188,1.63581,-1.2427776,3.1878386
0.1885,1.4487642,-1.1428078,3.3061564
0.189,1.2729092,-1.0476139,3.409911
0.1895,1.1087085,-0.95874494,3.5013337
0.19,0.9561315,-0.87719834,3.5824685
0.1905,0.8147725,-0.8035532,3.6551194
0.191,0.6839524,-0.7380862,3.720835
0.1915,0.56280077,-0.68086594,3.780913
0.192,0.45031825,-0.6318288,3.8364193
0.1925,0.3454222,-0.5908373,3.8882098
0.193,0.2469779,-0.55772513,3.9369557
0.1935,0.15381822,-0.5323308,3.9831672
0.194,0.064754404,-0.51452386,4.0272136
0.1945,-0.021420332,-0.5042242,4.069339
0.195,-0.10593237,-0.5014179,4.109672
0.1955,-0.19003339,-0.50616944,4.1482353
0.196,-0.2750089,-0.51863194,4.1849427
0.1965,-0.36218858,-0.539055,4.2195973
0.197,-0.45295757,-0.5677912,4.251877
0.1975,-0.54876727,-0.6052999,4.281317
0.198,-0.6511438,-0.65214646,4.3072867
0.1985,-0.7616923,-0.7089972,4.328946
0.199,-0.88209295,-0.7766041,4.3452063
0.1995,-1.0140842,-0.85577625,4.3546686
0.2,-1.159427,-0.9473313,4.355558
0.2005,-1.3198394,-1.0520171,4.345645
0.201,-1.4968911,-1.170393,4.322166
0.2015,-1.6918445,-1.3026569,4.281754
0.202,-1.9054255,-1.4484043,4.220397
0.2025,-2.1375186,-1.6063122,4.1334643
0.203,-2.3867853,-1.7737495,4.015845
0.2035,-2.6502366,-1.9463476,3.8622627
0.204,-2.9228306,-2.1176019,3.6678336
0.2045,-3.197221,-2.278636,3.4289005
0.205,-3.4638364,-2.4183097,3.144109
0.2055,-3.7114742,-2.5238578,2.8155713
0.206,-3.9285142,-2.5821702,2.4498088
0.2065,-4.104655,-2.5816138,2.0580807
0.207,-4.232796,-2.5140257,1.6557764
0.2075,-4.310508,-2.3763127,1.2608138
0.208,-4.340535,-2.1711178,0.8913884
0.2085,-4.330125,-1.9063283,0.5637024
0.209,-4.2893944,-1.5936533,0.29030484
0.2095,-4.229274,-1.2467959,0.07937786
0.21,-4.1596117,-0.8797861,-0.06508784
0.2105,-4.087827,-0.5058292,-0.14256325
0.211,-4.01824,-0.13673958,-0.15509467
0.2115,-3.9520025,0.21717998,-0.10655659
0.212,-3.8874955,0.5470389,-0.0021745078
0.2125,-3.8210263,0.84524935,0.15169938
0.213,-3.74771,1.1055377,0.34766772
0.2135,-3.6624155,1.3231115,0.57736915
0.214,-3.560667,1.494929,0.83168083
0.2145,-3.439375,1.6199553,1.1011014
0.215,-3.2972906,1.6992857,1.3762923
0.2155,-3.1351252,1.7360433,1.6486862
0.216,-2.9553456,1.7350384,1.9110327
0.2165,-2.7617235,1.7022449,2.1577747
0.217,-2.558767,1.6441985,2.3851914
0.2175,-2.3511603,1.5674288,2.5913184
0.218,-2.1433012,1.4780055,2.775696
0.2185,-1.9389874,1.3812419,2.939027
0.219,-1.7412527,1.2815491,3.0828128
0.2195,-1.5523263,1.1824173,3.2090256
0.22,-1.3736813,1.0864813,3.319842
0.2205,-1.2061306,0.9956354,3.4174476
0.221,-1.0499444,0.9111654,3.503907
0.2215,-0.9049678,0.8338812,3.5810895
0.222,-0.7707266,0.76423496,3.6506324
0.2225,-0.646516,0.70242256,3.7139342
0.223,-0.53147095,0.6484657,3.7721622
0.2235,-0.42461967,0.60227764,3.8262732
0.224,-0.32492188,0.5637133,3.8770337
0.2245,-0.23129489,0.5326082,3.9250448
0.225,-0.14262973,0.5088079,3.9707625
0.2255,-0.05779926,0.49219054,4.014516
0.226,0.02433962,0.48268434,4.056521
0.2265,0.10494847,0.4802816,4.0968914
0.227,0.1852134,0.48504984,4.135643
0.2275,0.2663538,0.4971415,4.1726947
0.228,0.3496327,0.5168018,4.207863
0.2285,0.43636835,0.54437506,4.2408514
0.229,0.5279451,0.58030915,4.2712345
0.2295,0.6258234,0.6251569,4.2984314
0.23,0.73154503,0.67957234,4.3216734
0.2305,0.8467331,0.7442998,4.3399596
0.231,0.97308004,0.82015085,4.352006
0.2315,1.112319,0.9079639,4.3561764
0.232,1.2661707,1.0085379,4.350412
0.2325,1.4362532,1.1225297,4.332148
0.233,1.6239436,1.2503026,4.2982407
